,appid,tags,genre
10,10,"Action, FPS, Multiplayer, Shooter",Action
1007040,1007040,"Action, Online Co-Op, Mechs, Third-Person Shooter",Action
10090,10090,"Zombies, World War II, FPS, Multiplayer",Action
1009290,1009290,"RPG, Action, Adventure, Anime","Action, Adventure, RPG"
1009560,1009560,"Management, City Builder, Design & Illustration, Life Sim","Casual, Indie, Simulation"
1009850,1009850,"VR, Utilities, Free to Play, Software",Utilities
1012790,1012790,"VR, Survival, Atmospheric, Open World",Indie
1013320,1013320,"Idler, Free to Play, RPG, Clicker","Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access"
1016120,1016120,"Sports, Simulation, Local Multiplayer, Golf","Simulation, Sports"
1016920,1016920,"Open World Survival Craft, Multiplayer, Co-op, Online Co-Op","Action, Casual, Indie"
1017100,1017100,"Idler, Free to Play, Clicker, Strategy","Free to Play, Indie, Strategy"
1017180,1017180,"Automobile Sim, Open World, Driving, Survival","Action, Adventure, Casual, Indie, Simulation, Early Access"
1017900,1017900,"Strategy, RTS, Multiplayer, City Builder",Strategy
10180,10180,"Action, FPS, Multiplayer, Shooter",Action
1022450,1022450,"Strategy, Base-Building, Free to Play, RTS","Free to Play, Indie, Massively Multiplayer, Strategy, Early Access"
1029550,1029550,"Free to Play, Racing, Multiplayer, Asynchronous Multiplayer",Racing
1029690,1029690,"Action, Adventure, Stealth, Singleplayer","Action, Adventure"
1029780,1029780,"Early Access, City Builder, Medieval, Colony Sim","Indie, RPG, Simulation, Strategy, Early Access"
1030830,1030830,"Action, Adventure, Crime, Open World","Action, Adventure"
1030840,1030840,"Action, Open World, Story Rich, Crime","Action, Adventure"
1031140,1031140,"Deckbuilding, Card Game, Multiplayer, Board Game","Adventure, Free to Play, Strategy"
1041320,1041320,"Massively Multiplayer, Free to Play, Strategy, Gore","Massively Multiplayer, RPG, Strategy"
1041720,1041720,"RPG, Action, Singleplayer, Fantasy","Action, RPG"
1042550,1042550,"Creature Collector, JRPG, Anime, Turn-Based",RPG
1044720,1044720,"Early Access, City Builder, Survival, Colony Sim","Indie, Simulation, Strategy, Early Access"
1046930,1046930,"Free to Play, Strategy, Casual, Auto Battler","Casual, Free to Play, Strategy"
1049590,1049590,"Free to Play, Anime, MOBA, Multiplayer","Free to Play, Indie, Strategy, Early Access"
1049800,1049800,"Free to Play, Action, FPS, Shooter","Action, Free to Play, Indie, Massively Multiplayer"
10500,10500,"Strategy, Historical, Military, Grand Strategy",Strategy
1054490,1054490,"Building, Board Game, Card Game, Strategy","Indie, Strategy"
105450,105450,"Strategy, RTS, Base-Building, Multiplayer","Simulation, Strategy"
105600,105600,"Open World Survival Craft, Sandbox, Survival, 2D","Action, Adventure, Indie, RPG"
1056600,1056600,"Survival Horror, Action, Multiplayer, Horror","Action, Indie, Strategy, Early Access"
1056640,1056640,"Free to Play, Character Customization, MMORPG, Anime","Action, Free to Play, Massively Multiplayer, RPG"
1057090,1057090,"Beautiful, Metroidvania, Great Soundtrack, Platformer",Action
1061910,1061910,"Atmospheric, Rhythm, Singleplayer, FPS","Action, Adventure"
1062090,1062090,"Early Access, City Builder, Colony Sim, Base-Building","Indie, Simulation, Strategy, Early Access"
1062160,1062160,"Building, Simulation, Puzzle, Physics","Indie, Simulation"
1062520,1062520,"Early Access, Adventure, Life Sim, Online Co-Op","Indie, RPG, Simulation, Early Access"
1063730,1063730,"Massively Multiplayer, Open World, MMORPG, RPG","Action, Adventure, Massively Multiplayer, RPG"
1066780,1066780,"Simulation, Strategy, Management, Transportation","Simulation, Strategy"
1066890,1066890,"Racing, Simulation, Sports, VR","Racing, Simulation, Sports"
1068820,1068820,"Utilities, VR, Software, VR Only",Utilities
1072420,1072420,"RPG, Open World Survival Craft, Adventure, Action","Action, Adventure, RPG"
107410,107410,"Action, Military, Multiplayer, Simulation","Action, Simulation, Strategy"
1080110,1080110,"Racing, Simulation, Sports, Multiplayer","Racing, Simulation, Sports"
108200,108200,"Board Game, Strategy, Tabletop, Casual","Casual, Indie, Strategy"
1084600,1084600,"Life Sim, Sandbox, Building, Farming Sim","Adventure, Casual, Indie, RPG, Simulation, Early Access"
1085660,1085660,"Free to Play, Open World, FPS, Looter Shooter","Action, Adventure, Free to Play"
108600,108600,"Survival, Zombies, Open World, Open World Survival Craft","Indie, RPG, Simulation, Early Access"
1086940,1086940,"Early Access, RPG, Choices Matter, Character Customization","Adventure, RPG, Strategy, Early Access"
1088090,1088090,"Simulation, Dragons, Survival, Indie","Indie, Massively Multiplayer, RPG, Simulation, Early Access"
1088710,1088710,"Action, Adventure, Open World, Beat 'em up","Action, Adventure"
1088850,1088850,"Singleplayer, Story Rich, Action, Action-Adventure","Action, Adventure"
1089090,1089090,"Hack and Slash, Anime, Beat 'em up, Pirates",Action
1089350,1089350,"Basketball, Sports, Simulation, Multiplayer","Simulation, Sports"
1090630,1090630,"Action, Anime, 2D Fighter, Fighting",Action
1091500,1091500,"Cyberpunk, Open World, RPG, Nudity",RPG
1092790,1092790,"Card Battler, Card Game, Story Rich, Deckbuilding","Adventure, Indie, Strategy"
1094520,1094520,"Open World, RPG, Strategy, War","Adventure, Indie, RPG, Strategy"
1094780,1094780,"Simulation, Fishing, Massively Multiplayer, Early Access","Indie, Massively Multiplayer, Simulation, Early Access"
109600,109600,"Free to Play, MMORPG, RPG, Massively Multiplayer","Action, Adventure, Free to Play, Massively Multiplayer, RPG"
1096530,1096530,"RPG, Co-op Campaign, Choices Matter, Character Customization","Adventure, RPG, Strategy"
1097150,1097150,"Multiplayer, Party Game, Family Friendly, Battle Royale","Action, Casual, Indie, Massively Multiplayer, Sports"
1097430,1097430,"Sexual Content, Free to Play, Nudity, Loot","Action, Free to Play, RPG, Strategy, Early Access"
1097840,1097840,"Action, Adventure, Third-Person Shooter, Multiplayer","Action, Adventure"
1100600,1100600,"Simulation, Sports, Management, Soccer","Simulation, Sports"
1100620,1100620,"Sports, Simulation, Soccer, Management","Simulation, Sports"
11020,11020,"Racing, Free to Play, Multiplayer, Automobile Sim",Racing
1102190,1102190,"Card Battler, Rogue-lite, Card Game, Turn-Based Tactics",Strategy
1104450,1104450,"Multiplayer, Battle Royale, Funny, Family Friendly","Action, Adventure, Free to Play, Indie, Massively Multiplayer, Strategy"
1105420,1105420,"Free to Play, RPG, Strategy, Massively Multiplayer","Free to Play, Massively Multiplayer, RPG, Simulation, Strategy"
1105500,1105500,"Action, Adventure, RPG, Beat 'em up","Action, Adventure"
1105510,1105510,"Action, Adventure, Beat 'em up, Open World","Action, Adventure"
1105670,1105670,"Turn-Based, 2D, Tactical, Singleplayer","Action, Indie, RPG, Strategy, Early Access"
1106840,1106840,"Simulation, Mining, Building, Sandbox","Adventure, Casual, Indie, Simulation, Strategy"
110800,110800,"Detective, Crime, Open World, Noir","Adventure, Strategy"
1113000,1113000,"JRPG, Great Soundtrack, Story Rich, Anime",RPG
1113560,1113560,"Great Soundtrack, Story Rich, Action, RPG","Action, Adventure, RPG"
1114220,1114220,"Open World, RPG, Third Person, Dragons",RPG
1118200,1118200,"Sandbox, Physics, Gore, Violent","Action, Casual, Indie, Simulation"
1118310,1118310,"Free to Play, Retro, Software, Multiplayer",Free to Play
1119730,1119730,"Early Access, Simulation, Multiplayer, Online Co-Op","Simulation, Early Access"
1121560,1121560,"RPG, Anime, JRPG, Female Protagonist",RPG
1123770,1123770,"Action Roguelike, Dark Fantasy, Isometric, Action","Action, Adventure"
1124300,1124300,"Strategy, Turn-Based Strategy, 4X, Historical",Strategy
1127400,1127400,"Base-Building, Tower Defense, Resource Management, Strategy",Strategy
1127500,1127500,"Casual, Simulation, Strategy, Indie","Casual, Indie, Simulation, Strategy"
1128810,1128810,"Free to Play, Board Game, Multiplayer, Strategy","Casual, Free to Play, Strategy"
1129190,1129190,"Visual Novel, Romance, LGBTQ+, Character Customization","Casual, Free to Play, Indie"
1129580,1129580,"Survival, Building, Open World, Medieval","Action, Adventure, RPG, Simulation"
1131720,1131720,"Casual, Action, Strategy, Massively Multiplayer","Action, Casual, Massively Multiplayer, Strategy, Early Access"
113200,113200,"Action Roguelike, Rogue-like, Indie, Replay Value","Action, Adventure, Indie, RPG"
113400,113400,"Free to Play, Open World, Action, Multiplayer","Action, Free to Play, Massively Multiplayer"
1134570,1134570,"Racing, Driving, Sports, Immersive Sim","Racing, Simulation, Sports"
1135690,1135690,"Relaxing, Cute, Pixel Graphics, Story Rich","Casual, Indie, Simulation"
1139900,1139900,"Action, Cyberpunk, Fast-Paced, First-Person",Action
1139980,1139980,"Life Sim, Pixel Graphics, Farming Sim, Immersive Sim","Adventure, Casual, Indie, RPG, Simulation, Early Access"
1142710,1142710,"Early Access, Strategy, Turn-Based Strategy, Grand Strategy","Action, Strategy"
1144170,1144170,"Free to Play, Strategy, Massively Multiplayer, Simulation","Free to Play, Massively Multiplayer, Simulation, Strategy"
1144200,1144200,"Tactical, Realistic, FPS, Multiplayer","Action, Adventure, Indie, Early Access"
1144400,1144400,"Casual, Visual Novel, Adventure, Anime","Adventure, Casual"
1145360,1145360,"Action Roguelike, Rogue-lite, Indie, Hack and Slash","Action, Indie, RPG"
1147560,1147560,"Indie, Action, Action Roguelike, Pixel Graphics","Action, Indie"
1147690,1147690,"Free to Play, Idler, Indie, Clicker","Adventure, Free to Play, Indie, Simulation"
1149460,1149460,"Survival, Open World Survival Craft, Online Co-Op, Multiplayer","Action, Adventure, Simulation"
1149620,1149620,"Simulation, Economy, Building, Indie","Indie, Simulation"
1150640,1150640,"Simulation, Trading Card Game, Anime, Multiplayer",Simulation
1150690,1150690,"Psychological Horror, Story Rich, Indie, Pixel Graphics","Adventure, Indie, RPG"
1151340,1151340,"Dark Comedy, RPG, Open World, Multiplayer",RPG
1151640,1151640,"Open World, Adventure, Female Protagonist, Singleplayer","Action, Adventure, RPG"
1157390,1157390,"Tactical RPG, Turn-Based Tactics, Dark Fantasy, RPG","RPG, Strategy"
1158160,1158160,"Early Access, Farming Sim, Life Sim, Simulation","Adventure, Casual, Indie, RPG, Simulation, Strategy, Early Access"
1158310,1158310,"Strategy, RPG, Medieval, Grand Strategy","RPG, Simulation, Strategy"
1158850,1158850,"Adventure, Visual Novel, Anime, 3D",Adventure
1160750,1160750,"Clicker, Idler, Free to Play, RPG","Free to Play, Indie, RPG, Early Access"
1161580,1161580,"Space, Simulation, Sci-fi, Physics",Simulation
1162520,1162520,"Casual, Multiplayer, Tabletop, Strategy","Casual, Strategy"
1167630,1167630,"Destruction, Physics, Sandbox, Voxel","Action, Indie, Simulation, Strategy"
1170950,1170950,"MMORPG, Open World, Sandbox, PvP","Action, Indie, Massively Multiplayer, RPG"
1172380,1172380,"Action-Adventure, Third Person, Souls-like, Swordplay","Action, Adventure"
1172470,1172470,"Free to Play, Multiplayer, Battle Royale, Shooter","Action, Adventure, Free to Play"
1172620,1172620,"Adventure, Open World, Multiplayer, Pirates","Action, Adventure"
1173510,1173510,"Utilities, Early Access, VR, Singleplayer","Utilities, Early Access"
1174180,1174180,"Open World, Story Rich, Adventure, Western","Action, Adventure"
1176470,1176470,"Strategy, Simulation, Grand Strategy, 4X","Simulation, Strategy, Early Access"
1178490,1178490,"Horror, Adventure, Psychological Horror, Sexual Content","Adventure, Indie"
1178790,1178790,"RPG, Rogue-like, Mystery Dungeon, Dungeon Crawler",RPG
1180380,1180380,"Free to Play, Survival, Multiplayer, Open World","Action, Free to Play, Indie, Massively Multiplayer, RPG, Early Access"
1182020,1182020,"Free to Play, Sports, Simulation, Golf","Free to Play, Simulation, Sports, Early Access"
1184370,1184370,"Choose Your Own Adventure, RPG, CRPG, Character Customization","Adventure, Indie, RPG, Strategy"
1189490,1189490,"RPG, Martial Arts, Open World, Drama","Indie, RPG, Strategy, Early Access"
1189630,1189630,"RPG, Indie, Martial Arts, Turn-Based","Indie, RPG, Early Access"
1190000,1190000,"Simulation, Automobile Sim, Sandbox, Realistic","Racing, Simulation"
1190460,1190460,"Walking Simulator, Open World, Story Rich, Great Soundtrack","Action, Adventure"
1196470,1196470,"Sports, Time Management, Strategy, Simulation","Simulation, Sports, Strategy"
1196590,1196590,"Survival Horror, Horror, First-Person, Singleplayer",Action
1197260,1197260,"Strategy, Idler, Tower Defense, Automation","Action, Free to Play, Indie, Strategy, Early Access"
1201240,1201240,"Free to Play, Anime, RPG, Action","Action, Casual, Free to Play, RPG"
1202130,1202130,"Strategy, RTS, Singleplayer, Military",Strategy
1203220,1203220,"Sexual Content, Battle Royale, Multiplayer, Nudity","Action, Adventure, Massively Multiplayer"
1206560,1206560,"Early Access, God Game, Sandbox, Pixel Graphics","Indie, Simulation, Early Access"
1206610,1206610,"Family Friendly, Party Game, Cute, Party","Action, Casual, Indie"
12110,12110,"Open World, Action, Automobile Sim, 1980s",Action
1211020,1211020,"Adventure, Action, Casual, Indie","Action, Adventure, Casual, Indie, Simulation, Early Access"
1211630,1211630,"Party Game, Party, Funny, Word Game","Casual, Indie"
12120,12120,"Open World, Action, Crime, Classic",Action
1213210,1213210,"Strategy, RTS, Base-Building, Classic",Strategy
1213740,1213740,"Sexual Content, Nudity, Mature, Female Protagonist","Action, Indie, RPG, Early Access"
1215390,1215390,"Sandbox, Simulation, Funny, Dinosaurs","Action, Casual, Indie, Simulation, Strategy"
1216710,1216710,"Simulation, RPG, Puzzle, Indie","Indie, RPG, Simulation"
1217060,1217060,"FPS, Rogue-lite, Co-op, Rogue-like","Action, Adventure, Indie, RPG"
1220010,1220010,"Strategy, RPG, Adventure, Rogue-like","Adventure, Indie, RPG, Simulation, Strategy"
12210,12210,"Open World, Action, Automobile Sim, Multiplayer","Action, Adventure"
1222140,1222140,"Choices Matter, Story Rich, Multiple Endings, Cinematic","Action, Adventure"
1222670,1222670,"Free to Play, Sandbox, Immersive Sim, Building","Adventure, Casual, Free to Play, Simulation"
1222680,1222680,"Racing, Open World, Driving, Multiplayer","Action, Adventure, Racing, Sports"
1222690,1222690,"RPG, Open World, Character Customization, Fantasy","Action, Adventure, RPG, Strategy"
1222700,1222700,"Co-op, Online Co-Op, Split Screen, Story Rich","Action, Adventure, Indie"
1222800,1222800,"Free to Play, RPG, Adventure, Anime","Adventure, Free to Play, RPG"
1225330,1225330,"Basketball, Sports, Simulation, Character Customization","Simulation, Sports"
1229490,1229490,"Early Access, FPS, Arena Shooter, Spectacle fighter","Action, Indie, Early Access"
1235140,1235140,"RPG, Adventure, Action, JRPG","Action, Adventure, RPG"
1237950,1237950,"Multiplayer, Shooter, Singleplayer, FPS","Action, Adventure"
1237970,1237970,"FPS, Multiplayer, Shooter, Mechs",Action
1238000,1238000,"Character Customization, Sci-fi, Action, Third-Person Shooter","Action, RPG"
1238060,1238060,"Action, Horror, Online Co-Op, Sci-fi",Action
1238810,1238810,"FPS, World War II, Shooter, Multiplayer",Action
1238840,1238840,"FPS, Multiplayer, World War I, Shooter","Action, Massively Multiplayer"
1238860,1238860,"Multiplayer, FPS, Shooter, Military",Action
1239080,1239080,"Strategy, Tactical, Simulation, Action","Action, Indie, Simulation, Strategy, Early Access"
1240440,1240440,"Free to Play, FPS, Multiplayer, Action","Action, Free to Play"
1241100,1241100,"Free to Play, FPS, Shooter, PvP","Action, Casual, Free to Play, Indie, Massively Multiplayer, Simulation, Early Access"
1242700,1242700,"Early Access, Survival Horror, PvP, Hack and Slash","Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy, Early Access"
1243830,1243830,"Multiplayer, Online Co-Op, Local Co-Op, Cooking","Casual, Indie, Simulation, Strategy"
1244460,1244460,"Dinosaurs, Building, Simulation, Management","Simulation, Strategy"
1245620,1245620,"Souls-like, Dark Fantasy, RPG, Difficult","Action, RPG"
1248130,1248130,"Simulation, Co-op, Farming Sim, Agriculture",Simulation
1250,1250,"FPS, Zombies, Co-op, Survival",Action
1250410,1250410,"Simulation, Flight, Open World, Realistic",Simulation
1252330,1252330,"FPS, Action, Stealth, Immersive Sim",Action
1252780,1252780,"Free to Play, Strategy, Action, City Builder","Action, Free to Play, Strategy"
1253920,1253920,"Rogue-lite, Metroidvania, Platformer, Action","Action, Adventure, Indie, RPG"
1254120,1254120,"RPG, Free to Play, MMORPG, Open World","Action, Free to Play, Massively Multiplayer, RPG"
1255630,1255630,"Simulation, Sports, Multiplayer, Wrestling","Simulation, Sports"
1256670,1256670,"Strategy, Story Rich, Card Game, Deckbuilding","Indie, RPG, Strategy"
1257290,1257290,"JRPG, Female Protagonist, RPG, Anime",RPG
1258080,1258080,"Free to Play, Simulation, RPG, Adventure","Adventure, Casual, Free to Play, RPG, Simulation"
1259420,1259420,"Open World, Zombies, Post-apocalyptic, Singleplayer","Action, Adventure"
1259970,1259970,"Sports, Multiplayer, Soccer, e-sports",Sports
1259980,1259980,"Racing, Motorbike, Sports, Multiplayer","Racing, Simulation, Sports"
1262240,1262240,"Third-Person Shooter, Multiplayer, Zombies, Hero Shooter","Action, Casual, Strategy"
1262350,1262350,"Survival Horror, Sci-fi, Action, Female Protagonist","Action, Adventure, Indie"
1262540,1262540,"Racing, Multiplayer, Action, Driving","Action, Adventure, Racing, Simulation"
1262580,1262580,"Racing, Combat Racing, Sports, Open World","Action, Adventure, Racing, Sports, Strategy"
1263850,1263850,"Sports, Simulation, Management, Multiplayer","Simulation, Sports"
1267910,1267910,"Idler, Casual, RPG, Indie","Adventure, Casual, Indie, RPG"
1272320,1272320,"City Builder, Tower Defense, Strategy, Sandbox","Indie, Strategy, Early Access"
1273400,1273400,"Simulation, Multiplayer, Relaxing, Online Co-Op","Casual, Simulation"
1274570,1274570,"Horror, Online Co-Op, Multiplayer, Survival Horror",Indie
1275350,1275350,"Casual, Arcade, Strategy, Tower Defense","Action, Casual, Strategy"
1276760,1276760,"Multiplayer, Anime, Survival, PvP","Action, Adventure, Casual"
1277400,1277400,"RPG, Adventure, JRPG, Exploration","Adventure, RPG"
1278480,1278480,"Utilities, Software",Utilities
1279610,1279610,"Free to Play, Video Production, Animation & Modeling, Utilities","Free to Play, Animation & Modeling, Utilities, Video Production"
1281630,1281630,"Strategy, City Builder, Simulation, Building","Simulation, Strategy"
1282590,1282590,"Simulation, Trains, Realistic, Driving",Simulation
1282730,1282730,"Tactical, Deckbuilding, Choices Matter, Rogue-like","Indie, RPG, Strategy"
1283970,1283970,"Design & Illustration, Utilities, Animation & Modeling, Education","Animation & Modeling, Design & Illustration, Education, Software Training, Utilities"
1284190,1284190,"Open World Survival Craft, Base-Building, Survival, Open World","Adventure, Early Access"
1284210,1284210,"MMORPG, Adventure, RPG, Fantasy","Adventure, Free to Play, Massively Multiplayer, RPG"
1284410,1284410,"Free to Play, Strategy, Card Game, RPG","Free to Play, RPG, Strategy"
1286680,1286680,"Adventure, Loot, Shooter, FPS","Action, Adventure, RPG"
1286830,1286830,"Free to Play, Multiplayer, MMORPG, Character Customization","Free to Play, Massively Multiplayer, RPG"
1290000,1290000,"FPS, Immersive Sim, Relaxing, Sandbox","Casual, Indie, Simulation"
1292940,1292940,"Puzzle, Mystery, Point & Click, Psychological Horror",
1293830,1293830,"Racing, Open World, Driving, Multiplayer",Racing
1295510,1295510,"JRPG, RPG, Turn-Based Combat, Party-Based RPG","Adventure, RPG"
1296610,1296610,"Deckbuilding, Pinball, Rogue-lite, Perma Death","Casual, Indie, RPG, Strategy, Early Access"
1296830,1296830,"Action Roguelike, Action, RPG, Rogue-like","Action, Adventure, Indie, RPG"
1302240,1302240,"Early Access, Horror, Puzzle, Multiplayer","Action, Adventure, Indie, Early Access"
1307550,1307550,"Open World, Crafting, Survival, Multiplayer","Action, Adventure, Indie, RPG, Early Access"
1307890,1307890,"City Builder, Base-Building, Colony Sim, Management","Indie, Simulation, Strategy, Early Access"
1313140,1313140,"Character Customization, Cute, Action Roguelike, Base-Building","Action, Adventure, Indie, Strategy"
1313860,1313860,"Sports, Soccer, Football, Multiplayer","Simulation, Sports"
1318690,1318690,"Automation, Base-Building, Resource Management, Sandbox","Casual, Indie, Simulation, Strategy"
1325200,1325200,"RPG, Action, Character Customization, Souls-like","Action, RPG"
1325860,1325860,"Indie, Anime, Animation & Modeling, Free to Play","Indie, Animation & Modeling, Video Production"
1328670,1328670,"Story Rich, RPG, Choices Matter, Sci-fi","Action, RPG"
1332010,1332010,"Cats, Adventure, Cyberpunk, Atmospheric","Adventure, Indie"
1333350,1333350,"Sexual Content, Free to Play, Strategy, Adventure","Adventure, Free to Play, RPG, Strategy"
1335200,1335200,"Sexual Content, Free to Play, Nudity, Hentai","Action, Adventure, Free to Play, RPG"
1337760,1337760,"Singleplayer, Colorful, JRPG, Pixel Graphics","Action, Adventure, Casual, RPG"
1338770,1338770,"FPS, Sniper, Shooter, Stealth",Action
1341290,1341290,"Exploration, Puzzle, Online Co-Op, Escape Room","Adventure, Casual, Indie"
1343370,1343370,"Free to Play, MMORPG, Nostalgia, Adventure","Adventure, Free to Play, Massively Multiplayer, RPG"
1343400,1343400,"Free to Play, MMORPG, Open World, Massively Multiplayer","Free to Play, Massively Multiplayer, RPG"
1343670,1343670,"Trading, Management, Job Simulator, Memes","Casual, Indie, Simulation"
1348970,1348970,"Nudity, Action, Free to Play, Sexual Content","Action, Free to Play, Indie"
1353300,1353300,"Casual, Idler, Clicker, 2D Platformer","Casual, Free to Play, Indie, Strategy"
1359090,1359090,"Tactical, Shooter, FPS, Realistic","Action, Simulation, Strategy, Early Access"
1360000,1360000,"Survival, Base-Building, Open World, Open World Survival Craft","Action, Casual, Indie, Simulation, Early Access"
1364390,1364390,"Video Production, Animation & Modeling, Software, Memes","Animation & Modeling, Video Production"
1366540,1366540,"Space, Automation, Base-Building, Building","Indie, Simulation, Strategy, Early Access"
1366800,1366800,"Action, Utilities, Shooter, FPS","Action, Utilities"
1367550,1367550,"Tower Defense, Strategy, Singleplayer, 2D",Strategy
1369320,1369320,"Relaxing, Cozy, Cute, Wholesome","Casual, Free to Play, Indie"
1369630,1369630,"Metroidvania, Female Protagonist, Dark Fantasy, Souls-like","Action, Indie, RPG"
1372810,1372810,"Simulation, Management, e-sports, Pixel Graphics","Indie, Simulation, Sports"
1377380,1377380,"Early Access, Survival, Zombies, Base-Building","Action, Adventure, Indie, Simulation, Early Access"
1377580,1377580,"Free to Play, Anime, Sexual Content, Nudity","Action, Free to Play, Massively Multiplayer, RPG"
1382330,1382330,"Anime, JRPG, Great Soundtrack, Hack and Slash","Action, Adventure"
1384160,1384160,"2D Fighter, Fighting, Anime, Great Soundtrack",Action
1385380,1385380,"Co-op, Roguelike Deckbuilder, Card Game, Card Battler","Adventure, Indie, RPG, Strategy"
1397920,1397920,"Free to Play, Casual, Idler, Clicker","Casual, Free to Play, Indie, Simulation"
1401590,1401590,"Adventure, Relaxing, Simulation, Life Sim","Adventure, Casual, Simulation, Early Access"
1404210,1404210,"Open World, Multiplayer, Action, Western","Action, Adventure"
1407200,1407200,"Tanks, Free to Play, Action, Vehicular Combat","Action, Free to Play, Massively Multiplayer, Simulation"
1408720,1408720,"Shooter, FPS, PvP, Parkour","Action, Casual, Free to Play"
1416260,1416260,"Strategy, RPG, Building, Action RPG","Free to Play, RPG, Strategy"
1418100,1418100,"Free to Play, MMORPG, Open World, Character Customization","Free to Play, Massively Multiplayer, RPG"
1418630,1418630,"Multiplayer, Survival, Social Deduction, Online Co-Op","Action, Adventure, Indie"
1421250,1421250,"Story Rich, Visual Novel, Atmospheric, Dark","Adventure, Indie, Early Access"
1426210,1426210,"Co-op, Multiplayer, Split Screen, Puzzle","Action, Adventure"
1426450,1426450,"RTS, Base-Building, Survival, Strategy","Strategy, Early Access"
1432050,1432050,"RPG, Action RPG, Hack and Slash, Action","Action, Adventure, Indie, RPG"
1432860,1432860,"Early Access, Farming Sim, Pixel Graphics, Multiplayer","Adventure, Casual, Indie, RPG, Simulation, Early Access"
1435790,1435790,"Puzzle, Co-op, Multiplayer, Escape Room","Adventure, Casual, Indie, Simulation"
1437830,1437830,"Strategy, Strategy RPG, Singleplayer, 2D","Action, RPG, Simulation, Strategy"
1437880,1437880,"Strategy, Strategy RPG, Singleplayer, Military","RPG, Simulation, Strategy"
1446780,1446780,"Action, RPG, Online Co-Op, Hunting",Action
1449690,1449690,"Choices Matter, Story Rich, Interactive Fiction, Horror",Adventure
1451940,1451940,"Psychological Horror, Visual Novel, Sexual Content, Anime",Simulation
1454400,1454400,"Clicker, Idler, Casual, Indie","Casual, Indie, Simulation, Strategy"
1455840,1455840,"City Builder, Puzzle, Indie, Strategy","Casual, Indie, Simulation, Strategy"
1458100,1458100,"Relaxing, Story Rich, Cute, Collectathon","Casual, Indie"
1462040,1462040,"RPG, Action RPG, Action-Adventure, JRPG","Action, Adventure, RPG"
1465360,1465360,"Simulation, Adventure, Automobile Sim, Exploration","Adventure, Simulation"
1466640,1466640,"Adventure, Atmospheric, Choices Matter, Story Rich","Action, Adventure, Indie"
1466860,1466860,"Strategy, RTS, Multiplayer, Medieval",Strategy
1468260,1468260,"Idler, Clicker, Free to Play, Pixel Graphics","Casual, Free to Play, Indie"
1468720,1468720,"Early Access, Simulation, Action, Strategy","Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access"
1468810,1468810,"Early Access, Tactical RPG, Management, Singleplayer","Action, Adventure, Indie, RPG, Simulation, Early Access"
1473480,1473480,"FPS, PvP, Competitive, Shooter","Action, Free to Play, Massively Multiplayer"
1475810,1475810,"Singleplayer, Supernatural, Open World, First-Person",Action
1476970,1476970,"Idler, Free to Play, MMORPG, Pixel Graphics","Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Early Access"
1477830,1477830,"Utilities, Education, Software Training, Video Production","Education, Software Training, Utilities, Video Production"
1478220,1478220,"Puzzle, Casual, Multiplayer, Free to Play","Casual, Free to Play, Indie"
1482860,1482860,"Idler, Clicker, Free to Play, Simulation","Adventure, Casual, Free to Play, Indie, Simulation, Strategy, Early Access"
1483870,1483870,"Casual, Multiplayer, Hand-drawn, Funny","Casual, Indie"
1486350,1486350,"Free to Play, Animation & Modeling, Anime, Design & Illustration","Free to Play, Animation & Modeling, Design & Illustration"
1488200,1488200,"RPG, Tactical RPG, Story Rich, Fantasy","Adventure, Indie, RPG, Strategy"
1496790,1496790,"Action, Superhero, Open World, Online Co-Op","Action, Adventure, RPG"
1498570,1498570,"Action, 2D Fighter, Fighting, Multiplayer",Action
1502190,1502190,"Action, Online Co-Op, Co-op, Multiplayer","Action, Indie"
1506830,1506830,"Soccer, Sports, Multiplayer, Competitive","Simulation, Sports"
1509510,1509510,"City Builder, Building, Survival, Colony Sim","Simulation, Strategy"
1509960,1509960,"Multiplayer, Online Co-Op, Puzzle-Platformer, Casual","Action, Casual, Indie"
1515210,1515210,"Mystery, Co-op, Online Co-Op, Asynchronous Multiplayer","Adventure, Indie"
15170,15170,"Strategy, Turn-Based Strategy, Fantasy, Tactical",Strategy
1517290,1517290,"Shooter, Multiplayer, Action, FPS","Action, Adventure, Casual"
1519350,1519350,"Sports, Football, Controller, PvP","Casual, Simulation, Sports, Strategy"
1521580,1521580,"Action, Heist, Multiplayer, Social Deduction","Action, Casual, Indie, Strategy"
1522820,1522820,"Tower Defense, Co-op, Strategy, Third-Person Shooter","Action, Adventure, Indie, Strategy"
1526490,1526490,"Multiplayer, Horror, Online Co-Op, Social Deduction","Casual, Indie, RPG"
1527950,1527950,"RPG, Open World, Turn-Based Strategy, Adventure","Adventure, Indie, RPG, Strategy, Early Access"
1533390,1533390,"Psychological Horror, VR, Multiplayer, Free to Play","Action, Casual, Free to Play, Early Access"
1536610,1536610,"Simulation, Free to Play, Building, Sandbox","Casual, Free to Play, Indie, Simulation"
15370,15370,"Strategy, Turn-Based Strategy, Fantasy, Multiplayer",Strategy
